company,company_type,title,link,sectors,work_place,career,education,salary,deadline,reg_info,reg_days_ago,posting_period_days
(주)에프앤피,일반기업,[직영기회/주급O만근수당O/통근버스] 현대차1차 자동화라인 조립원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54212671,"단순생산직, 2교대, 입식근무, 생산, 제조",경남 양산시 외,신입 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
(주)컴투스,대기업,[북미풍 매치 신작] AI 영상 아트 크리에이터 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54212669,"AI(인공지능), 영상제작, 콘텐츠에디터, 게임디자인, 콘텐츠디자인",서울 금천구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),2일 전 등록,2,11
한국보훈복지의료공단,대기업,[광주보훈요양원] 2026년 제3차 요양보호직 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54212587,"요양보호사, 호스피스, 요양병원, 요양보호사교육",광주 광산구,경력무관 · 정규직,학력무관,면접 후 협의,~06.29(월),2일 전 등록,2,10
현대아이에스씨(주),대기업,2026년 일반직 안전보건 부문 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54212311,안전보건관리자,인천 동구,신입 · 정규직,대학교(4년)↑,면접 후 협의,~06.28(일),2일 전 등록,2,9
(주)농협하나로유통,대기업,하나로마트 동탄유통센터 (영업지원직) 모집공고(상품진열관리),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211930,"영업관리, 영업지원, 영업직, 진열관리, 영업",경기 화성시 동탄구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
(주)농협하나로유통,대기업,하나로마트 동탄유통센터(영업지원직)모집공고(계산원/고객센터),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211929,"영업관리, 영업지원, 영업직, 캐셔, 콜센터/고객센터",경기 화성시 동탄구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
(주)농협하나로유통,대기업,하나로마트 동탄유통센터 (영업지원직) 모집공고(매입서무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211928,"서무, 영업관리, 영업지원, 영업직, 영업",경기 화성시 동탄구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
(주)농협하나로유통,대기업,달성유통센터 영업지원직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211927,"영업관리, 영업지원, 영업직, 축산물판매, 영업",대구 달성군,경력무관 · 계약직,학력무관,면접 후 협의,내일마감,2일 전 등록,2,알수없음
조선대학교병원,일반기업,외래간호팀(비뇨의학과) 계약직 간호사 채용 재공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211856,"간호사, 비뇨기과, 대학병원",광주 동구,경력무관 · 계약직,학력무관,면접 후 협의,D-4,2일 전 등록,2,6
NH농협은행(주),대기업,NH농협은행 제주시지부 산전후대체직 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211802,"사무직, 사무보조, 사무행정",제주 제주시,경력무관 · 계약직,학력무관,면접 후 협의,D-4,2일 전 등록,2,6
NH농협은행(주),대기업,NH농협은행 서울대역중앙지점 산전후대체직 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211800,"사무직, 사무보조, 사무행정",서울 관악구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
NH농협은행(주),대기업,NH농협은행 주엽지점 산전후대체직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211801,"사무직, 사무보조, 사무행정",경기 고양시 일산서구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
NH농협은행(주),대기업,고흥군지부 산전후대체직 신규채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211799,"사무직, 사무보조, 사무행정",전남 고흥군,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
NH농협은행(주),대기업,NH농협은행 뚝섬지점 사무지원직 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211797,"사무직, 총무, 사무보조, 사무행정, 전화응대",서울 성동구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,2일 전 등록,2,4
NH농협은행(주),대기업,NH농협은행 부천금융센터 산전후대체직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211796,"사무직, 사무보조, 사무행정",경기 부천시 원미구,경력무관 · 계약직,학력무관,면접 후 협의,내일마감,2일 전 등록,2,알수없음
대원강업(주),대기업,2026년 하반기 대원강업 신입사원 채용(국내/해외영업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211696,"기술영업, 해외시장개척, 해외영업, 판매전략, 영업",서울전체,신입 · 정규직,대학교(4년)↑,면접 후 협의,~06.30(화),2일 전 등록,2,11
토스뱅크(주),대기업,Server Developer(여신),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211558,"기술지원, 백엔드/서버개발, 앱개발, 웹개발, SI개발",서울 강남구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),2일 전 등록,2,11
토스뱅크(주),대기업,Server Developer(수신),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211559,"기술지원, 백엔드/서버개발, 앱개발, 웹개발, SI개발",서울 강남구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),2일 전 등록,2,11
토스뱅크(주),대기업,Recruiting Business Partner,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211557,"채용담당자, 인사행정, 채용공고관리, 사업기획, 전략기획",서울 강남구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),2일 전 등록,2,11
토스뱅크(주),대기업,Product Operations Specialist (WM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211556,"프로덕트마케팅, 사업기획, 서비스기획, 행사기획, 기획",서울 강남구,신입 · 경력 · 계약직,학력무관,면접 후 협의,~06.30(화),2일 전 등록,2,11
(주)넥슨코리아,대기업,[AI본부] 게임 도메인 LLM 평가 어시스턴트 (인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211458,"게임개발, 데이터분석가, 게임기획, 데이터분석",경기 성남시 분당구,신입 · 인턴직,학력무관,면접 후 협의,~06.30(화),2일 전 등록,2,11
신영자산운용(주),일반기업,[신영자산운용] 2026년 채용연계 인턴사원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211448,"경영지원, 투자분석, 펀드, 자산운용사",서울 영등포구,경력무관 · 정규직 외,대학교(4년)↑,면접 후 협의,~06.28(일),2일 전 등록,2,9
대원강업(주),대기업,2026년 하반기 대원강업 신입사원 채용(설계/해석(전동화)),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211441,"R&D, 기술연구, 설계엔지니어, 제품설계, 구조해석/설계",경기 안산시,신입 · 정규직,대학교(4년)↑,면접 후 협의,~06.30(화),2일 전 등록,2,11
대원강업(주),대기업,2026년 하반기 대원강업 신입사원 채용(설비관리/설비공정혁신),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54211440,"생산관리, 설비OP, 공정설계, 설비보수, 생산",충남 천안시 서북구 외,신입 · 정규직,대학교(4년)↑,면접 후 협의,~06.30(화),2일 전 등록,2,11
나비스오토모티브시스템즈(주),일반기업,[한국] 해외영업 (OEM SW_차량 전장파트) 신입 및 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54207267,"해외영업, 거래처관리, 매출관리, 바이어발굴/관리, 해외영업관리",부산 해운대구,신입 · 경력 · 정규직,대학교(4년)↑,면접 후 협의,~07.12(일),2일 전 등록,2,23
AJ네트웍스(주),대기업,AJ네트웍스 수시채용 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54207141,"기술지원, 유지보수, 정보보안, 방화벽, 솔루션",서울 송파구 외,신입 · 경력 · 정규직 외,대학교(4년)↑,면접 후 협의,~06.28(일),2일 전 등록,2,9
메가스터디교육(주),코스닥,메가스터디교육 2026년 하반기 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54206400,"백엔드/서버개발, 앱개발, 웹개발, 프론트엔드, 인프라",서울 서초구 외,신입 · 경력 · 정규직,대학교(4년)↑,면접 후 협의,~06.29(월),2일 전 등록,2,10
현대로템(주),대기업,[현대로템] 2026년 하계 석/박사 인턴 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54206385,"AI(인공지능), 해외영업, 기술연구, 기계설계, 전장설계",경기 의왕시,경력무관 · 계약직,석사↑,면접 후 협의,D-5,2일 전 등록,2,7
(주)바이넥스,코스닥,[제약/바이오] ㈜바이넥스 송도공장 QC(미생물파트) 신입/경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54206336,"제약QA, 인증심사원, 미생물, 바이러스, 분자진단",인천 연수구,신입 · 경력 · 정규직 외,대학교(4년)↑,면접 후 협의,~07.01(수),2일 전 등록,2,12
경동제약(주),외국계,경동제약 2026년 2차 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54206298,"시설관리, 약사, RA, 영업관리, 영업직",경기 과천시 외,신입 · 경력 · 정규직 외,고졸↑,면접 후 협의,~06.29(월),2일 전 등록,2,10
대일시스템,일반기업,"대일시스템 하반기 채용(해외영업지원,국내영업,아날로그회로설계,필드엔지니어,생산)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54206290&adsCategoryItem=effect_bold&,"기술지원, SE(시스템엔지니어), 머신러닝, 모델링, 알고리즘",경기 용인시 처인구 외,신입 · 경력 · 정규직,대학교(4년)↑,면접 후 협의,~07.23(목),2일 전 등록,2,34
솔루스첨단소재(주),코스피,솔루스첨단소재(주) 2026년 각 부문별 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54206288&adsCategoryItem=effect_bold&,"HR컨설팅, 인사기획, 조직문화, 영업관리, 영업지원",경기 성남시 분당구 외,신입 · 경력 · 정규직 외,고졸↑,면접 후 협의,D-4,2일 전 등록,2,6
삼중테크(주),일반기업,"기전사업부 영업팀(공조,소방,기계) 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54205948&adsCategoryItem=effect_bold&,"기술영업, 영업관리, 영업직, 영업MD, 건설영업",서울 서초구 외,신입 · 경력 · 정규직 외,"대학(2,3년)↑",면접 후 협의,~07.07(화),2일 전 등록,2,18
세중해운(주),일반기업,[세중그룹] 항공포워딩/병원물류/재무회계/경영관리 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54205790&adsCategoryItem=effect_bold&,"기업회계, 재무기획, 재무제표, 재무회계, 출납",서울 구로구 외,신입 · 경력 · 정규직,학력무관,면접 후 협의,D-4,2일 전 등록,2,6
신라에이치엠(주),대기업,[신라스테이] 지역별 인스펙터(계약직) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54205238&adsCategoryItem=effect_bold&,"시설관리, 식품/음료판매, 관광가이드, 관광통역안내사, 매장매니저",서울전체 외,경력무관 · 계약직,학력무관,면접 후 협의,~07.16(목),2일 전 등록,2,27
유진한일합섬(주),일반기업,[유진한일합섬] 의령공장 생산직군 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54205179&adsCategoryItem=effect_bold&,"방적/방사, 섬유/의류, 3교대, 생산, 포장",경남 의령군 외,경력무관 · 계약직,고졸↑,면접 후 협의,~07.17(금),2일 전 등록,2,28
한국생명공학연구원,공사·공기업,2026-2차 박사후/석사후/인턴 연구원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54205067,"데이터엔지니어, 교육행정, 기술사업화, 사무행정, 연구원",대전 유성구 외,신입 · 경력 · 계약직 외,대학교(4년)↑,면접 후 협의,~07.03(금),2일 전 등록,2,14
(주)포스코와이드,대기업,[포스코와이드] 기계기술직 채용 (포항),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204886&adsCategoryItem=effect_bold&,"기계수리, 설비점검, 기계조작원, 기술엔지니어, 기계설계",경북 포항시,신입 · 경력,학력무관,면접 후 협의,D-4,2일 전 등록,2,6
켐코(주),대기업,"고려아연 계열,이차전지 소재기업 켐코(주) 생산직 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204864,단순생산직,울산 울주군,신입 · 경력 · 계약직,고졸↑,면접 후 협의,D-3,2일 전 등록,2,5
(주)포스코와이드,대기업,[포스코와이드] 휘트니스센터 트레이너 채용 (서울 포스코센터),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204862,"운동치료사, 심리운동사, 운동처방사, 트레이너, 헬스",서울 중구,신입 · 경력,학력무관,면접 후 협의,D-4,2일 전 등록,2,6
퍼펙트커리어 주식회사,일반기업,AI 반도체 패키지ㅣ상여금300 정착지원금60 보너스30ㅣ기숙사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204518&adsCategoryItem=effect_bold&,"ER(노무관리), 기계조작원, 단순생산직, 생산관리, 설비OP",경기 안산시 외,경력무관 · 정규직 외,고졸↑,면접 후 협의,오늘마감,3일 전 등록,3,알수없음
(주)삼구에프에스,일반기업,식품제조업 생산직 신입 경력 대규모 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204409&adsCategoryItem=effect_bold&,"ERP, SAP, 사무직, 송무비서, 총무",경기 이천시 외,신입 · 경력 · 정규직,학력무관,면접 후 협의,~07.07(화),3일 전 등록,3,19
(주)카카오,대기업,IT 정책 및 산업 동향 연구 지원_어시스턴트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204286,"사무직, 서무, 문서작성, 사무보조, 사무행정",경기 성남시 분당구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
(주)카카오,대기업,선물하기/톡딜 뷰티 CM_어시스턴트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204194,"이커머스, 배너광고, 배너디자인, 광고기획, 검품/검수",경기 성남시 분당구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
(주)애거슨,일반기업,GMP사업부 신입채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204142,"IT컨설팅, QA/테스터, 어셈블리, 기술엔지니어, 회로설계",경기 화성시 외,신입 · 정규직,대학교(4년)↑,면접 후 협의,~07.16(목),3일 전 등록,3,28
(주)카카오,대기업,쇼핑하우 가격 비교 지표 관리/정산/운영_어시스턴트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54204121,"데이터분석가, 정산관리, 요금정산, 서비스기획, 데이터분석",경기 성남시 분당구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
(주)디케이오스텍,외국계,2026년 하반기 각 부문 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203997,"해외시장개척, 해외영업, 해외영업관리, 해외영업지원, 설비점검",부산 기장군 외,신입 · 경력 · 정규직,"대학(2,3년)↑",면접 후 협의,D-4,3일 전 등록,3,7
네이버랩스(주),대기업,[네이버랩스] Manipulation Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203769,"머신러닝, Ajax, C++, Python, Pytorch",경기 성남시 분당구,경력무관 · 정규직,석사↑,면접 후 협의,~06.30(화),3일 전 등록,3,12
현대힘스(주),대기업,현대힘스) 안전관리 신입/경력사원 채용 안내 (대불),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203619,"안전보건관리자, 안전관리자",전남 영암군,경력무관 · 정규직 외,대학교(4년)↑,면접 후 협의,~07.01(수),3일 전 등록,3,13
(주)도루코,대기업,생산관리 신입사원 상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203476,생산관리,경기 용인시,신입 · 정규직,"대학(2,3년)↑",면접 후 협의,~07.31(금),3일 전 등록,3,43
에이제이솔루션테크(주),일반기업,AJ솔루션테크 6월 수시 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203473,"SAP, 더존, 총무, 비품관리, 사무행정",충남 천안시 외,신입 · 경력 · 정규직 외,고졸↑,면접 후 협의,D-6,3일 전 등록,3,9
(주)바이넥스,코스닥,"[제약/바이오] ㈜바이넥스 오송공장 QA,QC 신입/경력사원 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203377,"제약QA, 인증심사원, 미생물, 바이러스, 분자진단",충북 청주시 흥덕구 외,신입 · 경력 · 정규직 외,"대학(2,3년)↑",면접 후 협의,~07.05(일),3일 전 등록,3,17
(주)지학사,일반기업,2026년 6월 수시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203269,"출판기획, 교재개발, 수학, 기획",서울 마포구,신입 · 경력 · 계약직,대학교(4년)↑,면접 후 협의,~07.05(일),3일 전 등록,3,17
SK텔레콤(주),대기업,퍼포먼스마케팅 디지털 광고 소재 제작 디자이너,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203199,"AI(인공지능), AIX, 광고마케팅, 디지털마케팅, 퍼포먼스마케팅",서울 중구,신입 · 계약직,학력무관,면접 후 협의,내일마감,3일 전 등록,3,알수없음
경북대학교병원,공사·공기업,[칠곡] 2026년 6월 1차 임시직원 채용공고(임상병리사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203116,"임상병리사, 병리과, 대학병원, 일반병원, 종합병원",대구 북구,신입 · 경력 · 계약직,"대학(2,3년)↑",면접 후 협의,D-2,3일 전 등록,3,5
경북대학교병원,공사·공기업,[칠곡] 2026년 6월 1차 임시직원 채용공고(간호사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203081,"간호사, 수술보조, 외래, 대학병원, 일반병원",대구 북구,신입 · 경력 · 계약직,"대학(2,3년)↑",면접 후 협의,D-2,3일 전 등록,3,5
에스케이하이닉스(주),대기업,[6월] Talent hy-way 신입 (Tech R&D - 설계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203061,"설계엔지니어, 기술설계, 부품설계, 생산설계, 회로설계",경기 성남시 분당구 외,신입 · 정규직,학력무관,면접 후 협의,D-3,3일 전 등록,3,6
에스케이하이닉스(주),대기업,[6월] Talent hy-way 신입 (Tech R&D - R&D 공정),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203060,"Python, 공정엔지니어, 공정설계, 원가관리, 공정관리",경기 이천시,신입 · 정규직,학력무관,면접 후 협의,D-3,3일 전 등록,3,6
에스케이하이닉스(주),대기업,[6월] Talent hy-way 신입 (Tech R&D - 소자),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203059,"모델링, AI(인공지능), 공정엔지니어, 공정설계, 공정관리",경기 이천시,신입 · 정규직,학력무관,면접 후 협의,D-3,3일 전 등록,3,6
에스케이하이닉스(주),대기업,[6월] Talent hy-way 신입 (IT - IT(AMHS)),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203058,"백엔드/서버개발, 알고리즘, 생산관리, 생산",경기 이천시 외,신입 · 정규직,학력무관,면접 후 협의,D-3,3일 전 등록,3,6
에스케이하이닉스(주),대기업,[6월] Talent hy-way 신입 (Tech R&D - Product Engineering),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203057,"데이터분석가, 데이터엔지니어, 빅데이터, 공정엔지니어, 공정설계",경기 이천시,신입 · 정규직,학력무관,면접 후 협의,D-3,3일 전 등록,3,6
(주)넷게임즈,대기업,[블루아카이브] 시나리오 편집자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203055,"채널관리, 게임기획, 기획",서울 서초구,신입 · 정규직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
경북대학교병원,공사·공기업,[칠곡] 2026년 6월 1차 임시직원 채용공고(행정),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54203038,"사무직, 서무, 총무, 문서작성, 사무보조",대구 북구,신입 · 경력 · 계약직,학력무관,면접 후 협의,D-2,3일 전 등록,3,5
한국특허정보원,일반기업,2026년 제2차 직원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202960,"사무보조, 사무행정, 고객응대, CS, 고객관리",대전 서구,경력무관 · 계약직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
건설기술원(주),일반기업,"토목 품질시험,신입 및 경력",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202795&adsCategoryItem=effect_bold&,"문서작성, 사무행정, 시설관리, 자료조사, Excel",경북 칠곡군 외,경력무관 · 정규직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
오스템임플란트(주),대기업,[신입/경력] 국내 치과 영업 분야 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202565,"영업직, 영업마케팅, 영업판촉, 의료기기영업, 자재판매",경기 성남시 외,신입 · 경력 · 정규직,대학교(4년)↑,면접 후 협의,~06.30(화),3일 전 등록,3,12
지지무역(주),대기업,"[서울본사] 2026년 각 부문별 신입/경력직 채용(해외영업, 디자인, CAD, 인사총무, 경영기획)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202395,"선적, 무역경리, 무역사무원, 영업관리, 영업지원",서울 중구 외,신입 · 경력 · 정규직 외,고졸↑,면접 후 협의,~07.05(일),3일 전 등록,3,17
부산보훈병원,일반기업,계약직(사회복지사) 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202349,"호스피스, 일반병원, 종합병원, 사회복지사",부산 사상구,경력무관 · 계약직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
경인지방데이터청,일반기업,2026년 청년인턴 채용 공고(행정),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202314,"사무직, 사무보조, 사무행정",서울 강남구,경력무관 · 인턴직,학력무관,면접 후 협의,D-6,3일 전 등록,3,9
부산보훈병원,일반기업,계약직(청능사) 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202283,"청능사/청각사, 이비인후과, 일반병원, 종합병원",부산 사상구,경력무관 · 계약직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
경인지방데이터청,일반기업,2026년 청년인턴 채용 공고(통계),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202235,"사무직, 사무보조, 사무행정, 통계/분석",경기 과천시,경력무관 · 인턴직,학력무관,면접 후 협의,D-6,3일 전 등록,3,9
(주)정준,일반기업,노란마켓 사무직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202176,"사무직, 문서작성, 사무보조, 사무행정, 자료입력",서울 광진구 외,경력무관 · 정규직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
부산보훈병원,일반기업,계약직(간호조무사) 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202129,"간호조무사, 드레싱보조, 진료보조, 일반병원, 종합병원",부산 사상구,경력무관 · 계약직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
기상청,일반기업,제4회 기상기후인재개발원 공무직근로자 채용(경비원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54202067,"시설관리, 경비원",충북 진천군,경력무관 · 정규직 외,학력무관,면접 후 협의,~06.29(월),3일 전 등록,3,11
기상청,일반기업,제4회 기상기후인재개발원 공무직근로자 채용(조리원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201967,"조리사, 급식소, 식당",충북 진천군,경력무관 · 정규직 외,학력무관,면접 후 협의,~06.29(월),3일 전 등록,3,11
부산보훈병원,일반기업,청년인턴(체험형-일반(임상병리사)) 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201915,"임상병리사, 채혈, 일반병원, 종합병원",부산 사상구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
동은단조(주),일반기업,동은단조(주) 총무/재무회계/생산관리 신입 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201883&adsCategoryItem=effect_bold&,"사무직, 총무, 급여(Payroll), 생산관리, 회계",부산 강서구,신입 · 정규직,학력무관,면접 후 협의,~07.16(목),3일 전 등록,3,28
기상청,일반기업,제4회 기상기후인재개발원 공무직근로자 채용(학점은행운영지원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201840,"사무직, 사무보조, 사무행정",충북 진천군,경력무관 · 정규직 외,대학교(4년)↑,면접 후 협의,~06.29(월),3일 전 등록,3,11
(주)더유제약,일반기업,2026 더유제약 하반기 의원영업 특별 채용 (광주&제주&강원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201781,"영업직, 영업판촉, 제약영업, 영업",광주전체 외,신입 · 정규직,대학교(4년)↑,면접 후 협의,~06.28(일),3일 전 등록,3,10
부산보훈병원,일반기업,청년인턴(체험형-일반(행정보조)) 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201776,"사무직, 서무, 총무, 내방객응대, 문서작성",부산 사상구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),3일 전 등록,3,12
(주)울산에너루트2호,대기업,교대조원 채용(전기/기계/가스 신입 및 경력) (4조 2교대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201759,"설비OP, 기계설계, 자동제어, 장비제어, 전기제어",울산 남구,신입 · 경력 · 정규직,"대학(2,3년)↑",면접 후 협의,~06.28(일),21시간 전 수정,0,7
기상청,일반기업,제4회 기상기후인재개발원 공무직근로자 채용(교육과정운영지원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54201697,"사무직, 사무보조, 사무행정",충북 진천군,경력무관 · 정규직 외,"대학(2,3년)↑",면접 후 협의,~06.29(월),3일 전 등록,3,11
