company,company_type,title,link,sectors,work_place,career,education,salary,deadline,reg_info,reg_days_ago,posting_period_days
쿠팡로지스틱스서비스(유),대기업,[최대4340+참석비10]쿠팡CLS지게차(입출고 오퍼레이터)전국채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54229077,"배송기사, 화물차(카고), 전동지게차, 지게차, 물류관리",충북 청주시 서원구 외,경력무관 · 계약직,학력무관,면접 후 협의,D-2,22시간 전 등록,0,2
해비치호텔앤드리조트(주),대기업,[해비치호텔앤드리조트] 전사 현장 서비스직 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54228176&adsCategoryItem=effect_bold&,"응급구조사, 응급실, 관광가이드, 관광통역안내사, 바리스타",제주 서귀포시 외,신입 · 경력 · 정규직 외,고졸↑,면접 후 협의,~07.12(일),23시간 전 등록,0,21
의료법의료법인 한국의료재단 종합검진센터(여의도IFC),일반기업,[한국의료재단] 예방의학사업부(영업팀) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54227720&adsCategoryItem=effect_bold&,"검진센터, 영업관리, 영업지원, 영업직, 영업마케팅",서울 영등포구 외,신입 · 경력 · 정규직,대학교(4년)↑,면접 후 협의,~07.02(목),23시간 전 수정,0,11
SK텔레콤(주),대기업,정산 및 통계 지원 담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226984,"ERP, 전표입력, 정산관리, 요금정산, 구매관리",서울 중구,신입 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
SK텔레콤(주),대기업,스마트홈 서비스 현장 지원 담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226913,"SE(시스템엔지니어), 네트워크, 전표입력, 매출관리, CS관리",서울 중구,신입 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
호남지방통계청,일반기업,2026년 청년인턴 채용 공고(통계-사회조사과),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226792,"사무직, 사무보조, 사무행정, 통계/분석, 홍보",광주 서구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.29(월),1일 전 등록,1,9
호남지방통계청,일반기업,2026년 청년인턴 채용 공고(통계-경제조사과),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226664,"사무직, 교육행정, 사무보조, 사무행정",광주 서구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.29(월),1일 전 등록,1,9
호남지방통계청,일반기업,2026년 청년인턴 채용 공고(통계-지역통계과),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226614,"빅데이터, 사무직, 사무보조, 사무행정, 통계/분석",광주 서구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.29(월),1일 전 등록,1,9
(주)넷게임즈,대기업,[LoreVault][Woochi the Wayfarer] 캐릭터 컨셉 아티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226548,"게임디자인, 캐릭터디자인, 컨셉디자인, 컨셉아트",서울 강남구,경력무관 · 정규직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
네이버클라우드(주),대기업,[NAVER Cloud] AX·Cloud 대외 프로젝트 거버넌스 (체험형 인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226539,"클라우드, AI(인공지능), AIX, 사업기획, 사업개발",경기 성남시 분당구,신입 · 인턴직,대학교(4년)↑,면접 후 협의,D-4,1일 전 등록,1,5
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(원무직) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226501,"사무직, 비품관리, 원무, 진료보조, 대학병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
(재)광주창조경제혁신센터,일반기업,2026년 제8차 직원 공개채용 공고(2026년 초기창업패키지 운영),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226438,"예산관리, 사무직, 사무보조, 사무행정, 사업관리",광주 북구,경력무관 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
(재)광주창조경제혁신센터,일반기업,2026년 제8차 직원 공개채용 공고(로컬창업기업 성장 컨설팅),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226403,"사무직, 사무보조, 사무행정, 경영컨설팅, 사업관리",광주 북구,경력무관 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(간호조무직) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226396,"간호조무사, 대학병원, 일반병원, 종합병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
(재)광주창조경제혁신센터,일반기업,2026년 제8차 직원 공개채용 공고(창업지원사업 운영 및 지원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54226350,"사무직, 사무행정, 사업관리, 기획",광주 북구,경력무관 · 정규직 외,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
메리츠증권(주),대기업,리서치지원팀 채용 (신입 / 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225947,"서무, 기술기획, 리서치, 사업관리, 기획",서울 영등포구,신입 · 경력 · 계약직,고졸↑,면접 후 협의,~06.30(화),1일 전 등록,1,10
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(행정직) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225878,"병원총무, 병원행정사, 원무, 접수/예약, 대학병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
(재)광주창조경제혁신센터,일반기업,2026년 제8차 직원 공개채용 공고(창업도시 프로젝트 운영/지원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225875,"자금관리, 사무직, 사무행정, 사업관리, 기획",광주 북구,경력무관 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(전산직) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225837,"정보보안, 정보통신, S/W, 정보처리, 대학병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(수의사) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225785,"수의사, 수의테크니션, 대학병원, 동물병원, 일반병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(임상병리사) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225717,"임상병리사, 진단검사의학과, 대학병원, 일반병원, 종합병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
양산부산대학교병원,일반기업,2026년도 블라인드 공개채용 계약직(방사선사) 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225653,"방사선사, 영상의학과, 대학병원, 일반병원, 종합병원",경남 양산시,신입 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
부산대학교병원,공사·공기업,계약직(일반행정) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225313,"사무직, 서무, 문서작성, 사무보조, 사무행정",부산 서구,신입 · 경력 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
부산대학교병원,공사·공기업,계약직(간호조무사) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225215,"간호조무사, 대학병원, 일반병원, 종합병원",부산 서구,경력무관 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
케이아이디비자금중개(주),일반기업,[KIDB] 채용공고(체험형 인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225201,"금융사무, 금융상품영업, 기업금융, 주식영업, 생명보험사",서울 중구 외,신입 · 인턴직,대학교(4년)↑,220 만원,~06.30(화),22시간 전 수정,0,9
엘에스엠트론(주),대기업,[LS엠트론] 6월 경력/신입/인턴 및 계약직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225157,"기술지원, S/W, SAP, AI(인공지능), C언어",경기 안양시 외,신입 · 경력 · 정규직 외,대학교(4년)↑,면접 후 협의,~06.28(일),22시간 전 수정,0,7
(주)화이트큐브,일반기업,[챌린저스] 사업 운영 인턴 (자동차 구독 사업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225133,"고객응대, 사업관리, 출고/출하, 고객관리",서울 강남구,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
현대글로비스(주),대기업,2026년 하반기 현대글로비스 신입 수시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225074,"계산서발행, 기업회계, 법인결산, 법인세신고, 부가세신고",서울 성동구 외,신입 · 정규직,대학교(4년)↑,면접 후 협의,D-7,23시간 전 수정,0,7
한화솔루션(주),대기업,한화솔루션 울산공장 생산직 인턴사원 채용 (생산(교대/일근)),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225065,"생산관리, 생산설계, 안전관리자, 품질관리, 생산",울산전체,신입 · 정규직 외,고졸↑,면접 후 협의,D-4,1일 전 등록,1,5
한화솔루션(주),대기업,한화솔루션 울산공장 생산직 인턴사원 채용 (기계/장치(일근)),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225063,"기계조작원, 기계설계, 공조설비, 반송설비, 산업설비",울산전체,신입 · 정규직 외,고졸↑,면접 후 협의,D-4,1일 전 등록,1,5
부산대학교병원,공사·공기업,계약직(임상병리사) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54225039,"임상병리사, 안과, 진단검사의학과, 대학병원, 일반병원",부산 서구,경력무관 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
삼정케이피엠지(유),일반기업,Deal Adv 2본부 부실채권(NPL) 자문 계약직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224929,"AICPA, CFA, 채권관리, NPL, 재무",서울 강남구,신입 · 정규직 외,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
(주)한국에바라정밀기계,외국계,공장부문 영업관리팀 신입 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224925,"ERP, Excel, 영업관리, 거래처관리, 재고관리",경기 평택시,신입 · 경력 · 정규직,고졸↑,면접 후 협의,~07.02(목),1일 전 등록,1,12
(주)넷게임즈,대기업,[LoreVault][Woochi the Wayfarer] 캐릭터 모델링 아티스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224841,"모델링, 캐릭터디자인, 게임기획",서울 강남구,경력무관 · 정규직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
삼정케이피엠지(유),일반기업,[인턴] SG본부 ESG＆Strategy팀 인턴 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224802,"자료조사, 전략기획, ESG",서울 강남구,신입 · 인턴직,대학교(4년)↑,면접 후 협의,~06.28(일),1일 전 등록,1,8
TKG태광,일반기업,26년 2분기 기능직 수시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224763,"부주방장, 조리사, 주방보조, 주방장, 급식소",경남 김해시 외,신입 · 경력 · 정규직,고졸↑,면접 후 협의,~07.07(화),1일 전 등록,1,17
(주)이오스튜디오,일반기업,[Global] 글로벌 소셜미디어 콘텐츠 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224687,"SNS마케팅, 콘텐츠기획, 콘텐츠마케팅, 콘텐츠에디터, 트렌드분석",서울 강남구,경력무관 · 정규직 외,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
주택관리공단(주) 경남지사,일반기업,체험형인턴(기술직) 채용공고(긴급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224663,"건물관리자, 설비보수, 시설관리, 하자보수",경남 남해군,경력무관 · 인턴직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
(주)하이퍼커넥트,대기업,Product Designer (Azar),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224556,"데이터분석가, UI/UX디자인, Figma, 리서치, 데이터분석",서울 강남구,경력무관 · 정규직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
주택관리공단(주),대기업,제주지사 채용형 인턴(기술직) 채용공고[긴급],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224466,"건물관리자, 설비보수, 시설관리, 하자보수, 하자진단",제주전체,경력무관 · 정규직 외,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
(주)하이퍼커넥트,대기업,Data & Analytics Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224459,"데이터엔지니어, SE(시스템엔지니어), S/W, Python, SQL",서울 강남구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
부산대학교병원,공사·공기업,계약직(방사선사) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224434,"방사선사, 핵의학과, 대학병원, 일반병원, 종합병원",부산 서구,경력무관 · 계약직,학력무관,면접 후 협의,~07.03(금),1일 전 등록,1,13
주택관리공단(주) 대구경북지사,일반기업,채용형인턴 채용 공고[긴급](포항경주권_기술직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224364,"설비보수, 시설관리, 하자보수, 하자진단",경북 포항시,경력무관 · 정규직 외,학력무관,면접 후 협의,D-5,1일 전 등록,1,6
에스티마이크로일렉트로닉스아시아퍼시픽프라이비트리미티드,외국계,Field Quality Support - Intern,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224299,"품질검사원, 공정엔지니어, 공정설계, 제품설계, 품질분석",서울전체,경력무관 · 인턴직,대학교(4년)↑,면접 후 협의,~06.30(화),1일 전 등록,1,10
에스티마이크로일렉트로닉스아시아퍼시픽프라이비트리미티드,외국계,IMC Korea - Intern,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224125,"사내행사, 통/번역, 행사기획, 기업홍보, 그래픽디자인",서울전체,경력무관 · 인턴직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
(주)버킷플레이스,일반기업,Sales Operations Assistant (인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54224075,"마케팅기획, 트렌드분석, 마케팅, 홍보, 인테리어",서울 서초구,신입 · 인턴직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
(주)트립비토즈,일반기업,인플루언서 마케팅 & SNS 운영(인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223967,"트렌드분석, SNS, 인플루언서, 마케팅기획, 마케팅전략",서울 강남구,신입 · 경력 · 정규직 외,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
주택관리공단(주) 대구경북지사,일반기업,채용형인턴 채용 공고[긴급](포항경주권_행정직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223888,"사무직, 총무, 문서작성, 사무보조, 사무행정",경북 포항시,경력무관 · 정규직 외,학력무관,면접 후 협의,D-5,1일 전 등록,1,6
바이오스펙트럼(주),외국계,"신분당선 화장품, 바이오 영업·마케팅(해외포함)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223680&adsCategoryItem=effect_bold&,"사이트관리, 영업관리, 영업지원, 영업직, 영업마케팅",경기 용인시 외,신입 · 경력 · 계약직,대학교(4년)↑,면접 후 협의,~07.05(일),1일 전 등록,1,15
패스트파이브(주),일반기업,Business Development Representative,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223621,"영업전략, 아웃바운드, 고객관리, 영업, 영업기획",서울 강남구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
메리츠증권(주),대기업,IT부문 - Full-Stack Engineer (개발직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223327,"아키텍쳐, Kotlin, React, SpringBoot, TypeScript",서울 영등포구,신입 · 경력 · 계약직,"대학(2,3년)↑",면접 후 협의,~07.31(금),1일 전 등록,1,41
미래에셋자산운용(주),대기업,채권운용부문 투자전략본부 신입(정규직 전환형 인턴사원) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223279,"시장조사, 상품기획, 투자전략, 채권관리, 자산운용사",서울 종로구,신입 · 정규직 외,대학교(4년)↑,면접 후 협의,~07.02(목),1일 전 등록,1,12
(주)이오스튜디오,일반기업,[Korea] SNS 마케터 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223267,"SNS, SNS마케팅, 콘텐츠기획, 바이럴마케팅, 콘텐츠마케팅",서울 강남구,신입 · 경력 · 정규직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
미래에셋자산운용(주),대기업,투자솔루션부문 투자솔루션본부 신입(정규직 전환형 인턴사원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223258,"문서작성, 트렌드분석, 연예매니저, 엔터테인먼트, 펀드",서울 종로구,신입 · 정규직 외,대학교(4년)↑,면접 후 협의,~07.02(목),1일 전 등록,1,12
(주)크레이버코퍼레이션,일반기업,[SKIN1004] 러시아 인플루언서 마케팅 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223233,"트렌드분석, 마케팅기획, 마케팅전략, 인플루언서마케팅, 데이터분석",서울 강남구,경력무관 · 인턴직,대학교(4년)↑,면접 후 협의,~06.30(화),1일 전 등록,1,10
NH농협은행(주),대기업,NH농협은행 영광군지부 계약직(산전후대체직) 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223232,"사무직, 사무보조, 사무행정, 금융사무",전남 영광군,경력무관 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
NH농협은행(주),대기업,NH농협은행 해운대지점 사무지원직 직원 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223231,"사무직, 비품관리, 사무보조, 사무행정, 전화응대",부산 해운대구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,1일 전 등록,1,3
NH농협은행(주),대기업,경기도교육청북부청사출장소 사무지원직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223230,"사무직, 총무, 사무보조, 사무행정",경기 의정부시,경력무관 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
NH농협은행(주),대기업,NH농협은행 업무지원센터 일반계약직 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223229,"사무직, 사무보조, 사무행정, 금융사무",서울 중구,경력무관 · 계약직,학력무관,면접 후 협의,D-5,1일 전 등록,1,6
NH농협은행(주),대기업,NH농협은행 공업탑지점 사무지원직 직원 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223228,"사무직, 사무보조, 사무행정, 전화응대",울산 남구,경력무관 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
NH농협은행(주),대기업,테크사업부문 일반계약직(테크경영지원팀_간호사) 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223226,"사무직, 사무보조, 사무행정, 간호사",경기 의왕시,경력무관 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
NH농협은행(주),대기업,NH농협은행 시화공단지점 산전후대체직 신규채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223227,"사무직, 사무보조, 사무행정, 금융사무",경기 시흥시,경력무관 · 계약직,학력무관,면접 후 협의,D-2,1일 전 등록,1,3
NH농협은행(주),대기업,NH농협은행 남원지원(출) 산전후대체직 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223225,"사무직, 사무보조, 사무행정, 금융사무",전북 남원시,경력무관 · 계약직,학력무관,면접 후 협의,D-2,1일 전 등록,1,3
NH농협은행(주),대기업,농협청주시지부 사무지원직 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223223,"사무직, 비품관리, 사무보조, 사무행정, 전화응대",충북 청주시 상당구,경력무관 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
NH농협은행(주),대기업,NH농협은행 세종본부 세종금융총괄단 일반계약직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223224,"비서, 송무비서, 수행비서, 임원비서",세종 세종특별자치시,경력무관 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
NH농협은행(주),대기업,하남시청출장소 산전후대체직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223221,"사무직, 사무보조, 사무행정, 금융사무",경기 하남시,경력무관 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
NH농협은행(주),대기업,NH농협은행 의정부여신관리단 일반계약직 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223222,"채권관리, 사무직, 사무보조, 사무행정, 금융사무",경기 의정부시,경력무관 · 계약직,학력무관,면접 후 협의,D-3,1일 전 등록,1,4
NH농협은행(주),대기업,농협은행 회현역지점 사무지원직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223220,"사무직, 사무보조, 사무행정, 전화응대",서울 중구,경력무관 · 계약직,학력무관,면접 후 협의,D-2,1일 전 등록,1,3
NH농협은행(주),대기업,NH농협은행 대신동지점 사무지원직 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223219,"사무직, 사무보조, 사무행정, 전화응대",부산 서구,경력무관 · 계약직,학력무관,면접 후 협의,D-6,1일 전 등록,1,7
고려대학교구로병원,대기업,간호부 신생아중환자실 계약직일반업무원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223194,"비품관리, 진료보조, 환자이송, 중환자실, 대학병원",서울 구로구,신입 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
고려대학교구로병원,대기업,핵의학과 영상검사실 계약직방사선사 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223183,"방사선사, 의료영상, 핵의학과, 대학병원",서울 구로구,신입 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
고려대학교구로병원,대기업,간호부 간호간병통합서비스병동 계약직 일반업무원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223177,"간호조무사, 진료보조, 대학병원",서울 구로구,신입 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
고려대학교구로병원,대기업,간호부 보호요원실 계약직일반업무원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223173,"환자안내, 환자이송, 대학병원",서울 구로구,신입 · 계약직,학력무관,면접 후 협의,D-2,1일 전 등록,1,3
고려대학교구로병원,대기업,간호부 산부인과 계약직일반업무원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223171,"외래, 접수/예약, 진료보조, 산부인과, 대학병원",서울 구로구,신입 · 계약직,학력무관,면접 후 협의,D-4,1일 전 등록,1,5
메리츠증권(주),대기업,디지털금융센터(고객지원팀) 채용공고(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223160,"증권사, CS, 전화상담, 주문상담",서울 영등포구,신입 · 경력 · 계약직,고졸↑,면접 후 협의,~06.30(화),1일 전 등록,1,10
메리츠증권(주),대기업,법인파생영업팀 채용 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54223159,"데이터분석가, 알고리즘, AI(인공지능), 알고리즘개발",서울 영등포구,신입 · 경력 · 계약직,고졸↑,면접 후 협의,~06.28(일),1일 전 등록,1,8
(주)한독,코스피,[한독] 신입 및 경력 직무별 수시채용 (마감일 직무별 상이),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54219065,"급여(Payroll), 영업관리, 영업마케팅, 영업전략, 매출관리",서울 강남구 외,신입 · 경력 · 정규직 외,고졸↑,면접 후 협의,~06.30(화),1일 전 등록,1,10
삼익THK(주),대기업,생산직(연삭공정) 채용전환형 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54218919,"단순생산직, 생산",대구 달성군,신입 · 정규직 외,고졸↑,면접 후 협의,~07.05(일),1일 전 등록,1,15
(주)카카오,대기업,"[카카오] 지역기반 ESG 활동 콘텐츠 제작, 운영 보조 어시스턴트",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54218862,사무보조,제주 제주시,경력무관 · 아르바이트,학력무관,면접 후 협의,~07.09(목),1일 전 등록,1,19
(주)메디플록스,일반기업,의료기기 영업사원모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54218335,"영업직, 영업판촉, 의료기기영업, 거래처관리, 거래처납품",서울 강서구 외,신입 · 경력 · 정규직,"대학(2,3년)↑",면접 후 협의,~06.28(일),1일 전 등록,1,8
(주)카카오페이,대기업,[어시스턴트] 브랜드 채널 업무 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54218181,"광고기획, 기술기획, 브랜드기획, 기획",경기 성남시 분당구,신입 · 인턴직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
(주)카카오페이,대기업,[어시스턴트] 브랜드 콘텐츠 업무 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54218129,"콘텐츠기획, 콘텐츠마케팅, 기술기획, 브랜드기획, 기획",경기 성남시 분당구,신입 · 인턴직,학력무관,면접 후 협의,~06.30(화),1일 전 등록,1,10
