company,company_type,primary_sector,title,title_length,sector_count,posting_period_days,duration_deviation,abs_duration_deviation,is_short_posting,is_long_posting,company_reposting_count,sector_reposting_count,estimated_salary,estimated_welfare_count,has_flexible_work,has_snack_bar,has_incentive,turnover_risk_score,turnover_risk_level,link
기술보증기금,공사·공기업,정보보안,2026년 기술보증기금 정규직 신입직원 채용공고,26,5,9.0,-3.0,3.0,1,0,1,8,4200,5,0,0,0,29.914893617021278,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146839
(주)노타,코스닥,AI(인공지능),[NetsPresso] AI Inference Optimization Engineer Intern (체험,58,5,18.0,6.0,6.0,0,1,2,18,4500,4,0,0,0,34.13413506012951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146804
(주)클래스101,일반기업,비품관리,[계약직] People Operations Coordinator (신입 가능),43,5,18.0,6.0,6.0,0,1,1,2,3800,3,0,0,0,43.829787234042556,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146722
(주)시지메드텍,코스닥,정보보안,[CGMedTech] 각 부문별 직원 모집,23,5,28.0,16.0,16.0,0,1,1,8,4500,4,0,0,0,39.21276595744681,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146670&adsCategoryItem=effect_bold&
서울올림픽기념국민체육진흥공단,공사·공기업,응급구조사,2026년 2분기 전임직(무기계약직-경륜심판) 채용공고,30,4,14.0,2.0,2.0,0,1,5,2,4200,5,0,0,0,34.49398704902868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146532
서울올림픽기념국민체육진흥공단,공사·공기업,사무직,2026년 2분기 전임직(무기계약직-골프장운영관리자) 채용공고,34,5,14.0,2.0,2.0,0,1,5,67,4200,5,0,0,0,34.49398704902868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146468
서울올림픽기념국민체육진흥공단,공사·공기업,사내행사,2026년 2분기 전임직(무기계약직-연회서비스) 채용공고,31,5,14.0,2.0,2.0,0,1,5,5,4200,5,0,0,0,34.49398704902868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146363
서울올림픽기념국민체육진흥공단,공사·공기업,영업판촉,2026년 2분기 전임직(무기계약직-연회예약) 채용공고,30,5,14.0,2.0,2.0,0,1,5,1,4200,5,0,0,0,34.49398704902868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146315
서울올림픽기념국민체육진흥공단,공사·공기업,안전관리자,2026년 2분기 전임직(무기계약직-안전관리자) 채용공고,31,5,14.0,2.0,2.0,0,1,5,4,4200,5,0,0,0,34.49398704902868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146248
(주)모나미,대기업,계산서발행,모나미 Biz X 센터 / TQM팀 QA파트 채용,27,5,,,,0,0,1,2,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146156&adsCategoryItem=effect_bold&
현대위아(주),대기업,사무직,현대위아㈜ 총무 계약직 채용 (식당/어린이집/렌탈기기),30,5,11.0,-1.0,1.0,1,0,2,67,5800,7,0,0,0,5.942645698427381,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146102
(주)숏뜨,일반기업,연예매니저,[숏뜨] 2026년도 상반기 신입/경력 대규모 채용,28,5,30.0,18.0,18.0,0,1,1,1,3800,3,0,0,0,51.48936170212765,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145954&adsCategoryItem=effect_bold&
아이엠티,일반기업,연구원,HD현대그룹 협력 업체 R&D 설계 연구원 하반기 채용,30,5,21.0,9.0,9.0,0,1,1,14,3800,3,0,0,0,45.74468085106383,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145801
(주)세범,일반기업,단순생산직,"[상여200%] 반도체 장비 조립 및 품질, 자재 사원모집(남, 여) 주간전담 / 야간전담",50,5,11.0,-1.0,1.0,1,0,1,10,3800,3,0,0,0,40.63829787234043,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145795&adsCategoryItem=effect_bold&
롯데렌탈(주),대기업,사무직,[롯데렌탈] 영업지원(마이카) 계약직 채용,23,5,,,,0,0,7,67,5800,7,0,0,0,11.826086956521738,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145722
(주)옵토전자,일반기업,경리,경영지원(회계/총무) / 경력직 채용,20,5,30.0,18.0,18.0,0,1,1,7,3800,3,0,0,0,51.48936170212765,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145601
(주)이미인,일반기업,감사,"(사세확장/공장 증축) 부문별 경력 채용(회계,연구,영업관리,생산관리 등)",41,5,29.0,17.0,17.0,0,1,1,3,3800,3,0,0,0,50.851063829787236,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145427&adsCategoryItem=effect_bold&
(주)현대케피코,대기업,정보보안,2026년 하반기 신입 채용연계형 인턴 (차량 사이버보안 관리),35,5,,,,0,0,4,8,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145169
(주)현대케피코,대기업,Excel,2026년 하반기 신입 채용연계형 인턴 (자동변속기 변속감),33,3,,,,0,0,4,2,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145072
현대비앤지스틸(주),대기업,경영지원,현대비앤지스틸㈜ 대졸 신입사원 채용,19,5,,,,0,0,1,2,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145056
미래에셋컨설팅 (주) 서울지점,일반기업,내방객응대,경영지원 및 부동산자산관리본부(FM운영매니저&Retail PM) 채용,38,5,11.0,-1.0,1.0,1,0,1,2,3800,3,0,0,0,40.63829787234043,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145017&adsCategoryItem=effect_bold&
인텍전기전자(주),일반기업,MCU,26년도 하반기 부문별 채용(연구개발),21,5,,,,0,0,1,1,3800,3,0,0,0,40.0,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54145004
(주)현대케피코,대기업,정보통신,2026년 하반기 신입 채용연계형 인턴 (EV/HEV 차량제어 SW개발),40,5,,,,0,0,4,2,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144965
한국과학기술연구원,공사·공기업,사무직,KIST 2026-3차 기간제 (전문원) 공개채용 공고(연구지원부),37,4,14.0,2.0,2.0,0,1,8,67,4200,5,0,0,0,38.40703052728956,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144956
한국과학기술연구원,공사·공기업,R&D,KIST 2026-3차 기간제 (전문원) 공개채용 공고(서울바이오허브),39,5,14.0,2.0,2.0,0,1,8,4,4200,5,0,0,0,38.40703052728956,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144854
(주)현대케피코,대기업,감리원,2026년 하반기 신입 채용연계형 인턴 (인프라 운영(전기설비)),36,5,,,,0,0,4,1,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144818
제이엠팜,일반기업,영업관리,영업/영업관리 신입 및 경력 채용,18,5,30.0,18.0,18.0,0,1,1,16,3800,3,0,0,0,51.48936170212765,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144817&adsCategoryItem=effect_bold&
한국과학기술연구원,공사·공기업,연구원,KIST 2026-3차 기간제 (연구원) 공개채용 공고(AIX전략실),38,4,14.0,2.0,2.0,0,1,8,14,4200,5,0,0,0,38.40703052728956,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144786
SK에코플랜트 머티리얼즈,대기업,CEO,2026 SK머티리얼즈 경영전략직무 전환형 인턴 채용,29,5,16.0,4.0,4.0,0,1,1,1,5800,7,0,0,0,6.553191489361701,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144711
한국과학기술연구원,공사·공기업,사무직,KIST 2026-3차 기간제(연구행정원) 공개채용(초거대계산반도체),38,5,13.0,1.0,1.0,0,1,8,67,4200,5,0,0,0,37.768732654949126,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144672
인천교통공사,공사·공기업,철도운송,직무능력중심 신입사원 채용공고 (승무),21,3,12.0,0.0,0.0,0,0,8,1,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144623
한국과학기술연구원,공사·공기업,사무행정,KIST 2026-3차 기간제(관리원) 공개채용(사무국),31,3,13.0,1.0,1.0,0,1,8,5,4200,5,0,0,0,37.768732654949126,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144549
인천교통공사,공사·공기업,전기제어,직무능력중심 신입사원 채용공고 (차량2),22,5,12.0,0.0,0.0,0,0,8,2,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144510
(주)미래즈,일반기업,Excel,에코백 쇼핑몰 주문접수 및 발주 담당자 모집,24,5,2.0,-10.0,10.0,1,0,1,2,3800,3,0,0,0,46.38297872340426,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144478
인천교통공사,공사·공기업,전기제어,직무능력중심 신입사원 채용공고 (차량(전기)),25,5,12.0,0.0,0.0,0,0,8,2,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144440
한국과학기술연구원,공사·공기업,기술사업화,KIST 2026-3차 기간제(관리원) 공개채용(홍릉강소특구사업단),37,3,13.0,1.0,1.0,0,1,8,2,4200,5,0,0,0,37.768732654949126,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144428
인천교통공사,공사·공기업,유지보수,직무능력중심 신입사원 채용공고 (차량(기계)),25,4,12.0,0.0,0.0,0,0,8,9,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144367
롯데렌탈(주),대기업,사무직,[롯데렌탈] 물류지원(김포) 계약직 채용,22,5,,,,0,0,7,67,5800,7,0,0,0,11.826086956521738,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144335
한국과학기술연구원,공사·공기업,R&D,KIST 2026-3차 기간제(관리원) 공개채용(국제사업기획팀),35,3,13.0,1.0,1.0,0,1,8,4,4200,5,0,0,0,37.768732654949126,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144293
인천교통공사,공사·공기업,기계조작원,직무능력중심 신입사원 채용공고 (기계설비(전기)),27,5,12.0,0.0,0.0,0,0,8,14,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144253
한국과학기술연구원,공사·공기업,사무행정,KIST 2026-3차 기간제(관리원) 공개채용(휴머노이드연구단),36,3,13.0,1.0,1.0,0,1,8,5,4200,5,0,0,0,37.768732654949126,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144200
인천교통공사,공사·공기업,기계조작원,직무능력중심 신입사원 채용공고 (기계설비(기계)),27,5,12.0,0.0,0.0,0,0,8,14,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144151
남해종합건설(주),대기업,더존,남해종합건설㈜ 토목/건축/안전/재무 경력사원 채용,27,5,18.0,6.0,6.0,0,1,1,3,5800,7,0,0,0,7.829787234042551,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144116
인천교통공사,공사·공기업,토목기술자,직무능력중심 신입사원 채용공고 (토목),21,3,12.0,0.0,0.0,0,0,8,1,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54144063
인천교통공사,공사·공기업,유지보수,직무능력중심 신입사원 채용공고 (전자),21,4,12.0,0.0,0.0,0,0,8,9,4200,5,0,0,0,37.1304347826087,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54143918
