company,company_type,primary_sector,title,title_length,sector_count,posting_period_days,duration_deviation,abs_duration_deviation,is_short_posting,is_long_posting,company_reposting_count,sector_reposting_count,estimated_salary,estimated_welfare_count,has_flexible_work,has_snack_bar,has_incentive,turnover_risk_score,turnover_risk_level,link
(주)슈피겐코리아,코스닥,영업전략,글로벌 이커머스 영업(유럽),15,5,,,,0,0,7,3,4500,4,0,0,0,36.82608695652174,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54170175
한국문화진흥(주),일반기업,고객안내,체험형 청년인턴(경기진행) 채용,17,4,12.0,0.0,0.0,0,0,5,2,3800,3,0,0,0,45.21739130434783,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54170156
한국문화진흥(주),일반기업,홀서빙,정규직(레스토랑)채용,11,4,12.0,0.0,0.0,0,0,5,1,3800,3,0,0,0,45.21739130434783,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54170154
쿠팡풀필먼트서비스(유),대기업,SE(시스템엔지니어),자동화 설비 유지보수 엔지니어 신입·경력 채용 (전국),30,5,16.0,4.0,4.0,0,1,2,7,5800,7,0,0,0,7.857539315448658,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54162634
티앤지손해사정(주),일반기업,손해사정사,"티앤지손사 메리츠화재 인서면심사 팀원(신속,일반) 채용(서울)",34,5,,,,0,0,1,1,3800,3,0,0,0,40.0,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54162332&adsCategoryItem=effect_bold&
쿠팡(주),대기업,전화응대,"[쿠팡CPLB]벤더사 소통 및 상품 정보 관리자(신입가능,재택가능)",37,5,13.0,1.0,1.0,0,1,1,1,5800,8,1,0,0,0.6382978723404255,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54162257
(주)안국엔지니어링,일반기업,유지보수,각 부문별 채용,8,5,12.0,0.0,0.0,0,0,1,9,3800,3,0,0,0,40.0,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54162239&adsCategoryItem=effect_bold&
한국아즈빌(주),대기업,기술영업,한국아즈빌 각 사업부 채용형 인턴 및 경력직 채용,27,5,14.0,2.0,2.0,0,1,1,5,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54161999
에스케이바이오팜(주),대기업,채용담당자,[SK바이오팜] 각 부문 신입/경력 구성원 영입,26,5,14.0,2.0,2.0,0,1,1,7,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54161712
케이엔솔(주),대기업,구매관리,케이엔솔(주) 구매팀 신입/경력 채용,20,5,13.0,1.0,1.0,0,1,1,3,5800,7,0,0,0,4.638297872340425,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54161645
(주)씨앤에스,일반기업,기계수리,삼성전자 반도체 물류자동화 설비 유지보수 Engineer,31,5,,,,0,0,1,3,3800,3,0,0,0,40.0,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54161402&adsCategoryItem=effect_bold&
(주)중앙백신연구소,코스닥,IR/공시,2026년 중앙백신연구소 하반기 신입사원 채용,25,5,14.0,2.0,2.0,0,1,1,2,4500,4,0,0,0,30.276595744680858,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54161205
(주)동방,코스피,총무,각 부문 수시채용,9,5,14.0,2.0,2.0,0,1,1,6,5200,6,0,0,0,15.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54161121
(주)신한은행,대기업,사무직,2026년 신한은행 하계 체험형 청년인턴 채용,25,5,,,,0,0,1,67,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54160917&adsCategoryItem=effect_bold&
(주)씨티씨바이오,코스닥,인프라,2026년 부문별 신입/경력 사원 채용,21,5,,,,0,0,1,3,4500,4,0,0,0,29.000000000000004,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54160185&adsCategoryItem=effect_bold&
(주)에프에스티,외국계,연구원,㈜에프에스티 26년 상반기 생산직 인재 영입,24,5,16.0,4.0,4.0,0,1,1,14,4800,5,0,0,0,24.5531914893617,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54159912
비티젠(주),대기업,약사,동아쏘시오그룹 비티젠 2026년도 3Q 수시채용,26,5,14.0,2.0,2.0,0,1,1,2,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54159846
(주)엘시시,일반기업,ERP,(주)엘시시 - (주)LCC (품질/생산/경영지원)-신입/경력 채용,37,5,17.0,5.0,5.0,0,1,1,7,3800,3,0,0,0,43.19148936170213,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54159718&adsCategoryItem=effect_bold&
자화전자(주),코스피,유지보수,2026년 3차 신입/경력 수시채용,19,5,,,,0,0,1,9,5200,6,0,0,0,14.000000000000002,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54159150
엠이엠씨코리아(주),외국계,데이터분석가,2026년 하반기 공개채용,14,5,15.0,3.0,3.0,0,1,1,14,4800,5,0,0,0,23.914893617021278,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54159085
디아이지에어가스(주),대기업,생산관리,"DIG에어가스(주) 오퍼레이터 신입채용(울산,대전,청주 등)",33,4,10.0,-2.0,2.0,1,0,1,10,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158682
(주)파멕스,일반기업,기계조작원,2026년도 상반기 수시채용 모집요강,20,5,14.0,2.0,2.0,0,1,1,14,3800,3,0,0,0,41.276595744680854,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158521
(주)일신테크놀로지,일반기업,영업관리,2026년 신입/경력사원 모집 (정규직 전환형),26,5,15.0,3.0,3.0,0,1,1,16,3800,3,0,0,0,41.91489361702128,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158424
에이치디현대중공업(주),대기업,선박,HD현대 Future Builder 아카데미 교육생 모집,31,5,13.0,1.0,1.0,0,1,1,1,5800,7,0,0,0,4.638297872340425,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158421
(주)켐트로닉스,대기업,전동지게차,"㈜켐트로닉스 반도체소재사업부문 신입, 경력직 채용",27,5,,,,0,0,1,2,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158405
(주)마크텍코리아,외국계,문서작성,[외국계기업] 기술엔지니어(전기/전자/마킹기) 채용,28,5,17.0,5.0,5.0,0,1,1,11,4800,5,0,0,0,25.19148936170213,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158330
인테그리스코리아(주),외국계,채용담당자,2026 Entegris Korea SUMMER INTERNSHIP,37,5,,,,0,0,1,7,4800,5,0,0,0,22.0,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158300
(주)아워홈,대기업,S/W,한화그룹 아워홈 직무·지역별 정규직 채용(신입·경력),29,5,15.0,3.0,3.0,0,1,1,1,5800,7,0,0,0,5.914893617021276,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158141&adsCategoryItem=effect_bold&
(주)누비랩,일반기업,AI(인공지능),Product Engineer (AI Design) - 채용연계형 인턴 (6개월),45,5,17.0,5.0,5.0,0,1,3,18,3800,3,0,0,0,45.800185013876046,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158110
(주)경보제약,대기업,데이터분석가,경보제약 신입/경력 수시 채용,16,5,,,,0,0,1,14,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158091
(주)누비랩,일반기업,SNS마케팅,Marketing Manager (채용연계형 인턴),28,5,17.0,5.0,5.0,0,1,3,3,3800,3,0,0,0,45.800185013876046,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158064
(주)누비랩,일반기업,마케팅기획,Global Business Development Intern (글로벌 BD 인턴),46,5,17.0,5.0,5.0,0,1,3,9,3800,3,0,0,0,45.800185013876046,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54158006
현대엘리베이터(주),대기업,인프라,[현대엘리베이터] 2026년 2분기 UAM 인재 상시 채용,32,5,17.0,5.0,5.0,0,1,1,3,5800,7,0,0,0,7.191489361702128,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157555
한국재료연구원,일반기업,총무,2026년 5차 비정규직 모집 공고,19,5,13.0,1.0,1.0,0,1,1,6,3800,3,0,0,0,40.63829787234043,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157481&adsCategoryItem=effect_bold&
(주)대한항공,대기업,연구원,항공우주 연구개발인력 상시모집(IPS),21,5,17.0,5.0,5.0,0,1,2,14,5800,7,0,0,0,8.495837187789084,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157453
㈜태경식품 제천공장,대기업,기계조작원,태경식품 제천공장 생산기획 신입/경력 채용,23,5,15.0,3.0,3.0,0,1,1,14,5800,7,0,0,0,5.914893617021276,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157414
(주)대한항공,대기업,연구원,항공우주 연구개발인력 상시모집(항공우주 연구개발),27,4,17.0,5.0,5.0,0,1,2,14,5800,7,0,0,0,8.495837187789084,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157356
인선이엔티(주),외국계,전산회계,"생산부(전기안전관리자, 공무, 플랜트, 암롤차량기사)채용",31,5,15.0,3.0,3.0,0,1,1,3,4800,5,0,0,0,23.914893617021278,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157269
주택도시보증공사,공사·공기업,자산관리,2026년 하반기 체험형 청년인턴 채용공고(자산관리),29,5,10.0,-2.0,2.0,1,0,3,1,4200,5,0,0,0,31.88529139685477,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157162
주택도시보증공사,공사·공기업,서류관리,2026년 하반기 체험형 청년인턴 채용공고(금융ㆍ기금),30,5,10.0,-2.0,2.0,1,0,3,2,4200,5,0,0,0,31.88529139685477,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54157021
LG전자(주),대기업,생산관리,2026년 상반기 LG전자 신입사원 채용 (ES사업본부_생산운영),36,4,,,,0,0,4,10,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156944
주택도시보증공사,공사·공기업,사무직,2026년 하반기 체험형 청년인턴 채용공고(경영전략),29,5,10.0,-2.0,2.0,1,0,3,67,4200,5,0,0,0,31.88529139685477,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156908
LG전자(주),대기업,R&D,2026년 상반기 LG전자 신입사원 채용 (ES사업본부_품질),34,5,,,,0,0,4,4,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156862
LG전자(주),대기업,데이터분석,2026년 상반기 LG전자 신입사원 채용 (ES사업본부_구매),34,5,,,,0,0,4,1,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156712
(주)오리온,코스피,기계조작원,㈜오리온 청주공장 생산직 채용,16,5,18.0,6.0,6.0,0,1,1,14,5200,6,0,0,0,17.829787234042556,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156637&adsCategoryItem=effect_bold&
한국교육학술정보원,대기업,연결회계,[청년인턴 공개경쟁] 2026년 제5차 직원 채용 (경영·행정),35,5,13.0,1.0,1.0,0,1,3,1,5800,7,0,0,0,7.2469935245143375,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156546
한국교육학술정보원,대기업,사무보조,[청년인턴 공개경쟁] 2026년 제5차 직원 채용 (교육서비스 지원),38,5,13.0,1.0,1.0,0,1,3,3,5800,7,0,0,0,7.2469935245143375,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156544
한국교육학술정보원,대기업,정보보안,[청년인턴 공개경쟁] 2026년 제5차 직원 채용 (교육시스템 지원),38,5,13.0,1.0,1.0,0,1,3,8,5800,7,0,0,0,7.2469935245143375,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156545
삼영엠텍(주),코스닥,감사,[삼영엠텍㈜] 소재사업부/E&C사업부 상반기 대규모 인원 채용,34,5,28.0,16.0,16.0,0,1,1,3,4500,4,0,0,0,39.21276595744681,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156445&adsCategoryItem=effect_bold&
육아정책연구소,일반기업,사무직,[2026-9호] 행정직(무기계약직 행정원) 채용공고,29,5,12.0,0.0,0.0,0,0,3,67,3800,3,0,0,0,42.608695652173914,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156420
모나용평(주),대기업,영업관리,2026년 모나용평 신입/경력사원 모집 (비체 영업관리),31,5,17.0,5.0,5.0,0,1,5,16,5800,7,0,0,0,12.408880666049951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156331
분당서울대학교병원,일반기업,임상병리사,신입(보건직) 직원 채용공고,15,5,10.0,-2.0,2.0,1,0,1,5,3800,3,0,0,0,41.276595744680854,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156297
한화솔루션(주),대기업,알고리즘,ES사업부 가산연구소 PCS Firmware 개발 경력직 모집,34,4,16.0,4.0,4.0,0,1,3,2,5800,7,0,0,0,9.161887141535614,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156236
모나용평(주),대기업,메뉴개발,2026년 모나용평 신입/경력사원 모집 (한식조리사),29,4,17.0,5.0,5.0,0,1,5,2,5800,7,0,0,0,12.408880666049951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156100
모나용평(주),대기업,메뉴개발,2026년 모나용평 신입/경력사원 모집 (양식조리사),29,4,17.0,5.0,5.0,0,1,5,2,5800,7,0,0,0,12.408880666049951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54156030
한국이콜랩(유),외국계,SAP,[외국계 화학] 각 부문 신입/경력 채용,22,5,15.0,3.0,3.0,0,1,1,4,4800,5,0,0,0,23.914893617021278,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155956&adsCategoryItem=effect_bold&
모나용평(주),대기업,객실관리,2026년 모나용평 신입/경력사원 모집 (객실프런트),29,5,17.0,5.0,5.0,0,1,5,1,5800,7,0,0,0,12.408880666049951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155942
(주)마더스제약,일반기업,제약QA,마더스제약 R&D센터 신입/경력 채용,20,5,29.0,17.0,17.0,0,1,1,3,3800,3,0,0,0,50.851063829787236,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155871
모나용평(주),대기업,콘도,2026년 모나용평 신입/경력사원 모집 (경영기획),28,5,17.0,5.0,5.0,0,1,5,1,5800,7,0,0,0,12.408880666049951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155843
롯데렌탈(주),대기업,탁송기사,롯데렌터카 차량관리 채용 (수도권/강릉/경주/울산/군산/부산),34,5,,,,0,0,7,3,5800,7,0,0,0,11.826086956521738,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155785
하나머티리얼즈(주),외국계,노무사,하나머티리얼즈 각 부문 신입/경력 모집,21,5,17.0,5.0,5.0,0,1,1,1,4800,5,0,0,0,25.19148936170213,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155621
네이버웹툰(유),대기업,SQL,[네이버웹툰] Cuts 그로스 마케팅 지원 (체험형 인턴),32,5,,,,0,0,4,2,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155564
네이버웹툰(유),대기업,AI(인공지능),[네이버웹툰] AI 애니메이션 제작 (AI animator) (신입/경력),41,4,,,,0,0,4,18,5800,7,0,0,0,7.913043478260868,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155390
(주)셀트리온제약,대기업,데이터분석가,㈜셀트리온제약 신입/경력 수시채용,18,5,2.0,-10.0,10.0,1,0,1,14,5800,7,0,0,0,10.382978723404253,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155207
사이버한국외국어대학교,일반기업,백엔드/서버개발,사이버한국외국어대학교 직원 채용 공고,20,5,14.0,2.0,2.0,0,1,1,6,3800,3,0,0,0,41.276595744680854,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155199&adsCategoryItem=effect_bold&
국립공원공단,공사·공기업,미화원,[태안] 2026년 태안해안 기간제(수익시설) 직원 채용,31,5,12.0,0.0,0.0,0,0,9,1,4200,5,0,0,0,38.434782608695656,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155190
국립공원공단,공사·공기업,시설관리,[태안] 2026년 태안해안 기간제[환경관리(해양)] 직원 채용,35,2,12.0,0.0,0.0,0,0,9,5,4200,5,0,0,0,38.434782608695656,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155191
국립공원공단,공사·공기업,설비보수,2026년 태안해안 기간제(한시인력) 국립공원지킴이 모집 공고,34,4,10.0,-2.0,2.0,1,0,9,2,4200,5,0,0,0,39.71137835337651,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155187
국립공원공단,공사·공기업,안전관리자,설악산국립공원 기간제(대체인력) 직원[탐방안전] 채용 공고,32,3,12.0,0.0,0.0,0,0,9,4,4200,5,0,0,0,38.434782608695656,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155188
국립공원공단,공사·공기업,토양환경기사,2026년 새만금환경생태단지관리단 기간제 직원 채용,28,5,13.0,1.0,1.0,0,1,9,1,4200,5,0,0,0,39.07308048103608,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155186
남양건설(주),일반기업,건축가,"토목,안전 경력/신입 채용",14,5,,,,0,0,1,1,3800,3,0,0,0,40.0,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54155183&adsCategoryItem=effect_bold&
(주)노루케미칼,일반기업,세무회계,[노루그룹] 노루케미칼 생산기획팀 신입 채용,24,5,13.0,1.0,1.0,0,1,1,1,3800,3,0,0,0,40.63829787234043,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154957&adsCategoryItem=effect_bold&
(주)덱스레보,일반기업,영업관리,해외 영업 신입,8,5,17.0,5.0,5.0,0,1,1,16,3800,3,0,0,0,43.19148936170213,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154941
(주)카카오,대기업,상품관리,카카오쇼핑(톡딜/선물하기) 판매자 성장지원 담당자 (신입/경력),35,4,17.0,5.0,5.0,0,1,9,2,5800,7,0,0,0,17.626271970397777,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154933
(주)농협하나로유통,대기업,영업관리,하나로마트 신촌점 계약직(영업지원직) 채용 공고,26,5,10.0,-2.0,2.0,1,0,5,16,5800,7,0,0,0,10.493987049028677,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154913
에스케이트리켐(주),대기업,조립,[계약직] 제품 출하 및 품질 검사 Operator 채용,31,3,,,,0,0,1,1,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154827
(주)와이티엔,코스닥,사무행정,YTN 하계 체험형 인턴사원 모집 공고 (정책),26,3,10.0,-2.0,2.0,1,0,4,5,4500,4,0,0,0,34.18963922294173,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154774
(주)카카오,대기업,콘텐츠관리,콘텐츠 기획/제작 지원_어시스턴트,18,5,17.0,5.0,5.0,0,1,9,3,5800,7,0,0,0,17.626271970397777,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154771
(주)카카오,대기업,콘텐츠관리,브랜드 마케팅 콘텐츠 디자이너_어시스턴트,22,5,17.0,5.0,5.0,0,1,9,3,5800,7,0,0,0,17.626271970397777,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154766
(주)카카오,대기업,SE(시스템엔지니어),RM 상품/라이브 모니터링 운영 지원_어시스턴트,26,4,17.0,5.0,5.0,0,1,9,7,5800,7,0,0,0,17.626271970397777,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154759
(주)와이티엔,코스닥,방송송출,YTN 하계 체험형 인턴사원 모집 공고 (디지털),27,5,10.0,-2.0,2.0,1,0,4,1,4500,4,0,0,0,34.18963922294173,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154731
(주)와이티엔,코스닥,기술지원,YTN 하계 체험형 인턴사원 모집 공고 (방송기술),28,4,10.0,-2.0,2.0,1,0,4,25,4500,4,0,0,0,34.18963922294173,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154703
(주)와이티엔,코스닥,기자,YTN 하계 체험형 인턴사원 모집 공고 (과학기자),28,4,10.0,-2.0,2.0,1,0,4,1,4500,4,0,0,0,34.18963922294173,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154676
엘에스전선(주),대기업,연구원,R&D 구조설계(자동화기계) 연구직 채용('26년 6월),31,5,17.0,5.0,5.0,0,1,2,14,5800,7,0,0,0,8.495837187789084,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154546
SK증권(주),대기업,문서작성,[SK증권] 체험형 Internship 시행,24,5,10.0,-2.0,2.0,1,0,1,11,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154460
엘에스전선(주),대기업,SE(시스템엔지니어),R&D 제어계측(자동화제어) 연구직 채용('26년 6월),31,5,17.0,5.0,5.0,0,1,2,7,5800,7,0,0,0,8.495837187789084,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54154453
(주)스마트비전,일반기업,기술지원,각 분야 신입/경력사원 채용공고,17,5,14.0,2.0,2.0,0,1,1,25,3800,3,0,0,0,41.276595744680854,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54150482
네이버아이앤에스(주),대기업,검색엔진,NAVER I&S/자회사 각 부문 수시 채용,24,5,,,,0,0,1,1,5800,7,0,0,0,3.9999999999999996,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54150033
(주)에이치알에스,코스닥,기술지원,2026년 상반기 신입/경력 채용,18,5,26.0,14.0,14.0,0,1,1,25,4500,4,0,0,0,37.936170212765965,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54149925&adsCategoryItem=effect_bold&
(주)더유제약,일반기업,영업관리,2026 더유제약 영업운영팀 (사무) 신입 사원 모집,29,4,14.0,2.0,2.0,0,1,2,16,3800,3,0,0,0,42.58094357076781,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54149541
(주)시노다이나믹스,대기업,H/W,㈜시노다이나믹스 각 부문별 공개채용,19,5,10.0,-2.0,2.0,1,0,1,1,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54148754
(주)인바디,코스닥,기술지원,2026 상반기 InBody GBD 채용,22,5,8.0,-4.0,4.0,1,0,1,25,4500,4,0,0,0,31.553191489361705,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54148433
(주)동국에스엔씨,대기업,품질검사원,품질보증팀 QC파트 (계약직) 채용공고,21,5,10.0,-2.0,2.0,1,0,1,2,5800,7,0,0,0,5.27659574468085,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54148396&adsCategoryItem=effect_bold&
롯데렌탈(주),대기업,탁송기사,[롯데렌탈] 중고차관리(안성) 계약직 채용,23,5,,,,0,0,7,3,5800,7,0,0,0,11.826086956521738,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54148129
(주)한샘,코스피,내방객응대,한샘 홈 인테리어 디자이너 대규모 공개채용,23,5,17.0,5.0,5.0,0,1,1,2,5200,6,0,0,0,17.19148936170213,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54147738
롯데렌탈(주),대기업,경리,[롯데렌탈] 영업지원(Biz) 계약직 채용,23,5,,,,0,0,7,7,5800,7,0,0,0,11.826086956521738,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54147647
비에이티(주),일반기업,마케팅기획,퍼포먼스 마케팅 AM (Account Manager),29,5,18.0,6.0,6.0,0,1,1,9,3800,3,0,0,0,43.829787234042556,Medium,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146979
주식회사 케이씨씨글라스 덕소공장,대기업,기계설비,주식회사 케이씨씨글라스 덕소공장 공무 기능직 모집,27,1,29.0,17.0,17.0,0,1,1,1,5800,7,0,0,0,14.851063829787234,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146960
(주)노타,코스닥,네트워크,[Infra] AI Field Engineer,25,4,18.0,6.0,6.0,0,1,2,1,4500,4,0,0,0,34.13413506012951,Low,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=public-recruit&rec_idx=54146877
